XMEAS1,XMEAS5,XMEAS9,XMEAS10,XMEAS11,XMEAS13,XMEAS15,XMEAS20,XMEAS21,XMEAS48,XMEAS49
0.2710328736669783,32.39289976314251,122.8987964383249,0.1978264564487721,91.9932672585036,2703.521071314767,49.68186731770022,272.7821772041233,102.4800282325948,40.0,33.27708020441792
0.2702785013250363,32.62457823173855,122.8881032692435,0.1988558793681335,91.99409353431795,2703.453171797491,49.94720183528781,272.5739547946258,102.489876068652,39.99722228899598,32.42668476935146
0.2693469312629122,32.45704152976735,122.8860972334662,0.1972134758664828,92.00408417984512,2704.014961662743,49.45328860107589,272.6310699068473,102.4820473079669,40.00344672098756,32.81806242670809
0.272222341588921,32.43638415491419,122.8876981723256,0.1976583820406624,92.02270256184651,2703.81404563488,50.43615202939696,272.2676101861808,102.5029527665656,40.00748911753297,34.3830848262415
0.2692400923979657,32.35720879578397,122.8916226217895,0.2015384003622774,92.04679027413631,2704.948843337355,50.83657699175713,272.2273972562905,102.5128848833182,39.99171464815736,36.77331056988324
0.2711162042758759,32.26417377205121,122.8892423848865,0.1968086884629579,92.0199467968598,2704.703851020334,49.79113422325842,272.0128105057379,102.5269421014441,40.02115008249879,33.77035162108398
0.2725669013641343,32.06753774820508,122.8677559087537,0.1980931494542404,91.99977746184084,2705.279332908618,51.18840150066674,271.8188763597466,102.4960511569552,40.01294885531068,37.35034777604282
0.2714521760080025,32.19581056740636,122.8877710839035,0.1974443911960996,91.90737064929522,2704.632205323262,49.66758945452843,271.6750313396773,102.5411559127138,40.00194630041719,33.35003370116652
0.270823278583984,32.08718907682429,122.9034501741632,0.1953081626607042,91.92880851524131,2705.305223279522,49.74061470761529,271.410084460383,102.5315501866144,39.99907124891877,31.9110237095435
0.2692524777615822,32.20684159453328,122.8891887030752,0.1999577789627408,92.01685349455224,2706.298059458344,52.29673397168683,271.6222036895815,102.5181380079056,39.98854949370027,32.929852064754
