,XMEAS1,XMEAS5,XMEAS9,XMEAS10,XMEAS11,XMEAS13,XMEAS15,XMEAS20,XMEAS21,XMEAS48,XMEAS49
0,0.2710328736669783,32.39289976314251,122.8987964383249,0.1978264564487721,91.9932672585036,2703.521071314767,49.68186731770022,272.7821772041233,102.4800282325948,40.0,33.27708020441792
1,0.2731476905268698,32.30089429151709,122.9071252320928,0.1983004618753954,91.97757694703772,2703.566303217853,48.86321001351035,272.4694058241311,102.5042129382515,39.99132456853986,36.04834302471266
2,0.2711048172245925,32.35497210946816,122.9109536382624,0.1972461596229495,91.95517087965,2703.060966033009,48.90425948896124,272.6461344906358,102.5066603215773,40.01359687402844,32.90227335893203
3,0.2703935601134203,32.65337747999301,122.942442028903,0.1977767771470142,91.97321664443044,2703.008420235365,49.48266483056695,272.9608840761903,102.5194848093292,40.00902159765363,31.10335155453288
4,0.2704435267448711,32.52709587676111,122.9346222180503,0.1981443372536786,91.98857785107424,2704.325797529041,49.84292290686728,272.9540867351935,102.5203088196743,40.01532721117139,36.2490935686553
5,0.2715832050265494,32.49471276178475,122.9600693141139,0.1964856800121975,92.00019103439944,2703.135144613761,49.08260586602467,272.7525090094114,102.5469370829883,39.98739164426923,33.6213832586169
6,0.2705014653291049,32.37107368829986,122.9780596029364,0.1937211411424421,91.98472662057924,2702.95317007761,49.48655098255743,272.5337104904648,102.5505985054531,40.00358440950513,34.38115043479066
7,0.269817188471087,32.2340037162408,122.9914675098012,0.1961153051757062,91.9894843982887,2703.838324066836,50.32913762237096,272.7307123336992,102.5600049046088,40.0041340406239,33.74962154721663
8,0.2691359105237408,32.59353042728381,123.0192975357266,0.1917280655867844,91.99582514017892,2703.420688658659,48.79384701773616,273.1559080085895,102.4497852598921,39.99278223112226,31.54043416473746
9,0.2737032144553178,32.11782486959478,122.7710885628935,0.1935259262548701,91.98314336934774,2703.412798632666,49.96685231809779,272.5791049220636,102.1116914292426,40.00703628137708,35.44086724148927
10,0.2707062287296833,32.37009229512905,122.6692263478365,0.193068384022737,91.91985788462942,2703.449053560857,50.18253390662682,273.2485662884071,102.4774432092552,39.99396538808942,31.86375712674621
11,0.2698391017916669,32.7651470163627,122.932544202899,0.1908494519057676,91.95111580212944,2704.789377649543,50.44300466544536,273.6657263557398,102.9623529300359,40.00210839822888,34.01614219142986
12,0.2705645961427721,32.22479251485465,123.0518566989171,0.1950039834244146,92.00821806613678,2705.012827865124,49.81276309131275,272.5965386597667,102.3209377304335,39.9923439796269,37.06887365564733
13,0.2707013461703229,32.03310207680831,122.7857215360899,0.1960063531387451,92.00221813676896,2704.9130762944,50.32463651068499,272.8758888812781,102.069602366852,39.99564450338483,29.75897642985767
14,0.2699900015178986,32.1731022005637,122.708721386221,0.1969028408713895,92.00646725174867,2705.587937266075,49.92923513079216,273.1771733406527,102.5802466349708,40.0000537545979,34.77260167978491
15,0.2706927810390272,32.30461220611788,123.0146935985133,0.195827665837996,92.01419676138563,2706.232132126688,49.26499190129793,273.0432944828314,102.8591042765426,40.00414279058575,31.0167842887051
16,0.2717180271613735,32.50676848048671,123.0843451066918,0.1986304605967478,92.0151605211261,2705.524424873186,51.00251454290395,272.6345801488252,102.3189859477555,39.99108183696866,32.45487018250792
17,0.271090672986217,32.5938735741016,122.8262329913335,0.1960594499171443,92.01099102449965,2704.97681510104,48.85211159796046,272.498149371114,102.0280329113841,40.00485138252377,33.50180950401394
18,0.2710529168898495,32.5980672332653,122.6752271775045,0.1991823466254744,91.9862558971863,2705.445292656475,50.00326934478679,273.1470836994991,102.4753320979964,39.99296966388822,35.10492842239722
19,0.2699482573252651,32.70237189920611,122.9329458691142,0.1992788804707616,91.96695447946192,2706.070232530191,51.0962132806489,272.8554355279234,102.9446167939449,39.99651383236051,35.63464473547968
20,0.2688806478675763,32.34560896431075,123.0866217441345,0.2026620348212537,91.96218533856288,2705.81517719916,50.17309004254827,272.6682815064253,102.384616987842,39.98257856681943,32.07569719798897
21,0.2695970453110634,32.62221362945739,122.8337274808082,0.2012197791566646,91.96716402253664,2705.761781559148,50.38594315941391,272.6415690387275,102.0450510748779,40.01084377124906,34.37339254181126
22,0.2664371123174267,32.30425810321749,122.7352242355474,0.2036387219710112,91.99505516313648,2706.22300435021,49.05969845634814,273.0624799821968,102.6070945449424,40.00539304092526,34.88920105838982
23,0.2674250292270934,32.68803721711981,123.0361556479129,0.205051748518483,91.98004543617334,2706.664953790485,47.6575727246027,273.1824643491682,102.7685185980335,39.99833057239652,36.28491100447816
24,0.2675247174468749,32.29108630601091,123.0150328511618,0.2087539619791444,91.96072459909026,2706.407946680793,49.6580746027013,272.665626824895,102.1835863804079,40.00220959022641,32.47939814878082
25,0.2679003080331235,32.43590178208738,122.7296934777417,0.2089264329424974,91.97999058460684,2705.738134594912,51.4446490325743,272.7715810514989,102.165802235326,39.99803267791867,33.18539402083325
26,0.2662704682812455,32.1838365730827,122.823018833541,0.2075607435486514,92.01588569950552,2707.341840197436,51.70810026486311,273.3352029410316,102.7832625690232,40.01989516094327,39.31999030905455
27,0.2675122886019566,32.48148150526054,123.0532049177699,0.2118976322587872,91.99485517071145,2707.172409911307,48.61670020927165,272.8934489330978,102.6643953783157,39.98514995887876,33.0564951143432
28,0.2684533201517566,32.68653579009973,123.0043525077534,0.2145773331101425,92.02986473124764,2706.885533120128,48.65870021004312,272.9276377412784,102.1312129822816,40.00451052501798,32.0842445102368
29,0.26822962230245,32.33021148554471,122.7451212035444,0.2147282094947741,92.01018117746848,2706.637667208033,50.74536144800517,272.8891797083581,102.2017850278313,39.99830414131284,33.78853875304269
